id,sentence,low_quality_sentence
990,交通管理局实施办事流程，推动了区域协调发展。,交通管理局实施办
991,卫生部门完成办事流程，保障了居民的基本权益。,卫生部门完卫生部门完保障了居民的基本权益。
992,政府监督疫情防控方案，保障了居民的基本权益。,政府疫情防控方案，保障了居民的基本权益。
993,公安机关处理社区治理机制，改善了人居环境。,公安机关处公安机关处环境。
994,公安机关实施环境整治，优化了资源利用效率。,公安机关实施公安机关实施源利用效率。
995,住房和城乡建设局出台相关政策，推动了区域协调发展。,住房和城乡建设住房和城乡建设协调发展。
996,市民出台社会保障制度，规范了行政管理流程。,保出制规了理障。民社
997,公安机关监督公共资源配置，促进了社会稳定。,定置监。配进资源公公
998,市民发布社区治理机制，方便了群众办事。,市民社区治理机制，方便了群众办事。
999,市民检查违法行为，规范了行政管理流程。,市民检查违市民检查违
1000,社区处理应急预案，提升了治理现代化水平。,社区应急预案，提升了治理现代化水平。
